date|title|speech
29/09/2020 19h27|Discurso do Presidente da República, Jair Bolsonaro, na Cerimônia de Sanção do Projeto de Lei 1.095/2019  -  Palácio do  Planalto|Queria dizer para o Fred e para Celso Sabino, dizer para o Fred Costa, autor do projeto, e para o Celso Sabino, o relator, que eu nunca tive dúvidas se ia sancionar ou não, até porque eu fiquei sabendo da aprovação do teu projeto via Primeira-Dama. E ela perguntou-me em casa: já sancionou? E eu falei: você está dando uma de Paulo Guedes que manda eu sancionar imediatamente os projetos que tem a ver com a economia, o Paulo eu obedeço, quem dirá você. Então, obviamente, passamos alguns dias, o prazo regimental - o máximo quinze dias úteis para sancionar o projeto - , porque ele passa pelos ministérios, não é pela má vontade minha, passou pelo ministério do Meio Ambiente e o parecer não poderia ser outro, do Ricardo Salles, nesse sentido, afinal de contas de há pouco tempo, em comum acordo, eu havia falado durante a campanha e ele percebeu disso e, via portaria, criou a Secretaria dos Animais, obviamente, para fomentar projetos de defesa dos animais.Então, essa questão de projeto em si, que agora já é lei, que agrava a pena para quem provoca maus tratos em cães e gatos é um projeto, é uma lei no meu entender bem-vinda. Num primeiro momento o impacto era aquele, prezado Hélio Lopes, mas um tratamento semelhante a um ser humano é menos grave? Olha, o Hélio Lopes nos apresentou uma solução: vamos agravar a pena semelhante para quem dispensa um tratamento semelhante a seres humanos. E eu não vou falar muito aqui também. Eu fiquei quinze anos efetivo serviço no Exército Brasileiro, todo mundo aqui que tenha ficado um ano só, que prestou serviço militar obrigatório, sabe que, eu acho que não existe um quartel no Brasil onde não tenhamos ali um cão ou alguns cães ou quem sabe até mesmo uma matilha, como tinha lá em Nioaque, Mato Grosso do Sul e estes cães eram muito bem-vindos em nosso meio; nos ajudavam até no tocante à segurança.Mas, acima de tudo, quem não demonstra amor por um animal como um cão, por exemplo, não pode demonstrar amor no meu entender por quase nada nessa vida.Aquele que porventura esteja reclamando da lei agora, venha reclamar dela agora, uma coisa muito simples: se você não sabe, não quer tratar com carinho, com devido respeito um cão ou um gato, é simples, não o tenha em casa; é somente abrir mão disso.Então, dizer a todos, repito aqui novamente eu quero cumprimentar o Fred Costa e o Celso Sabino por esse projeto, por essa relatoria, muito bem-vinda no meu entender, supre uma lacuna no tratamento desses animais, uma prova viva, infelizmente, nós temos entre nós aqui uma marca de um mau-trato que não temos palavra, inenarrável do que essa pessoa, esse outro animal, num mau sentido, fez com um cão como esse aí, a partir de agora, algo semelhante a gente sabe que a pena será realmente, não digo dura, será compatível, no mínimo, com a agressão que este ser dito racional promoveu contra um animal.Então, a todos estão de parabéns, a Primeira-Dama também não foi pela pressão, mas foi pelo seu entendimento de nós sancionarmos isso aqui e que seria sancionado mas que teve a participação dela também nas mídias sociais para que nós, nesse espaço de tempo, sobrasse oportunidade para que todos tomassem conhecimento sobre o projeto.Se eu tivesse sancionado no primeiro dia eu acho que pouca gente saberia dessa nova lei de maus-tratos aos animais. Eu acho que então com esses quinze dias úteis todos tomaram conhecimento, houve uma conscientização muito grande, o que nós queremos no fundo é não punir, é fazer com que ninguém cometa maus-tratos em cima de animais.Então,parabéns a todos vocês, não sei se o Sansão vai entender aqui, au au, quer dizer parabéns,Sansão.Faltou eu citar aqui a Kelly Barroso, com a ONG Miau Auamigos, Miau Auamigos, parabéns pela sua ONG por esse trabalho maravilhoso em defesa desses que em muitos momentos difíceis estão do nosso lado.Muito obrigado a todos.Até a próxima oportunidade.
